"","Binomial","Freq","2015","2016","2017","2018","2019","2020","2021","2022"
"Ameiurus_nebulosus","Ameiurus_nebulosus",109,1,-0.051009288778335,-0.0308625820352788,0.00972150328452096,0.0157538933875981,0.0300722817901711,0.032549087585071,0.0437157269017696
"Amia_calva","Amia_calva",63,1,0.0319895975250243,0.0319895975250289,0.0355213745819952,0.035521374581994,0.0294031927244884,0.0294031927244838,0.0372659776655359
"Ammocrypta_pellucida","Ammocrypta_pellucida",9,1,-0.0976970030636737,-0.0976970030636736,-0.0976970030636736,-0.0976970030636736,-0.042755276631975,-0.042755276631975,NA
"Ammodramus_savannarum","Ammodramus_savannarum",53,1,-0.0125312805123668,-0.0255412778578228,-0.0419735455165224,-0.056251291945863,-0.0645421040427192,-0.0673810595015425,-0.067695562548336
"Ammodytes_americanus","Ammodytes_americanus",32,1,NA,NA,NA,NA,NA,NA,NA
"Ammodytes_dubius","Ammodytes_dubius",199,1,0.0241929654823404,-0.00806519347129584,-0.00345991180453276,0.00158473171688933,0.00397446582841887,0.000456196661125619,-0.00390546454350393
"Ammodytes_hexapterus","Ammodytes_hexapterus",20,1,NA,NA,NA,NA,NA,NA,NA
"Ammospiza_leconteii","Ammospiza_leconteii",53,1,0.028446490107935,0.0293346277346343,-0.00534879061476769,-0.0556023484887753,-0.0900408580393444,-0.0975078325148189,-0.0925764744335498
"Ammospiza_nelsoni","Ammospiza_nelsoni",53,1,-0.0294606033086249,-0.0288262543847604,-0.0255229226773878,-0.0210059320812779,-0.0170478462934676,-0.0147811540145096,-0.0140403928356565
"Anarhichas_denticulatus","Anarhichas_denticulatus",279,1,0.012075173955693,0.00916567706382931,0.00916567706382887,0.00916567706382887,0.00916567706382887,NA,NA
"Anarhichas_lupus","Anarhichas_lupus",458,1,0.0702850497178922,0.0327401834781869,-0.000208624884375053,0.00308670596771481,0.00994919906747023,-0.0117303916895158,-0.0489542178284115
"Anarhichas_minor","Anarhichas_minor",275,1,-0.0364025623842514,-0.0317764305878307,-0.0278962128770563,-0.0248091287480529,-0.0230637140715801,-0.0178584075331344,0.0948671211700796
"Anarrhichthys_ocellatus","Anarrhichthys_ocellatus",16,1,-0.0375118212957704,NA,NA,NA,NA,NA,NA
"Anas_acuta","Anas_acuta",51,1,-0.0213735261983592,-0.0382998881382814,-0.0537894252559097,-0.065584587679969,-0.0734229579082673,-0.0784513948753114,-0.0809656133588392
"Anas_crecca","Anas_crecca",53,1,-0.00473867029218805,-0.00767954993895303,-0.00942560014005145,-0.0101444732881533,-0.0107842865341177,-0.0118454587768202,-0.0127426381997185
"Anas_platyrhynchos","Anas_platyrhynchos",53,1,0.00398240371254444,0.00102670724459186,-0.0023809366697739,-0.00443904430619457,-0.0039884407639279,-0.00184028338559683,-7.97071135751892e-05
"Anas_rubripes","Anas_rubripes",53,1,0.001526838804919,0.0113555341588144,0.0122690233711517,0.00554753809228636,0.00406326908930088,0.0138064322717667,0.0246522406757028
"Anaxyrus_americanus","Anaxyrus_americanus",123,1,0.0147423482609915,-0.0183588158415309,-0.174347416465527,NA,NA,NA,NA
"Anaxyrus_boreas","Anaxyrus_boreas",17,1,NA,NA,NA,NA,NA,NA,NA
"Anaxyrus_fowleri","Anaxyrus_fowleri",34,1,NA,NA,NA,NA,NA,NA,NA
"Anaxyrus_hemiophrys","Anaxyrus_hemiophrys",2,NA,NA,NA,NA,NA,NA,NA,NA
"Anguilla_rostrata","Anguilla_rostrata",506,1,0.00715861210549443,0.0152140953688426,0.023919964411104,0.0220302557601524,-0.0028099523221604,0.019065274024829,0.0140188832122396
"Anisarchus_medius","Anisarchus_medius",18,1,0.0177529558671214,0.017752955867121,0.0177529558671214,0.0177529558671212,0.0177529558671212,0.0177529558671214,0.0177529558671212
"Anoplopoma_fimbria","Anoplopoma_fimbria",107,1,0.0235214109195083,0.042068839692518,0.042582342151303,0.0258785690806237,0.0258785690806619,0.0327998353587029,NA
"Anser_albifrons","Anser_albifrons",40,1,-0.0169636378011297,-0.0204415930298119,-0.0236116939549671,-0.026806436838628,-0.0298680798972732,-0.0321460425738351,-0.0334166540899901
"Anser_caerulescens","Anser_caerulescens",52,1,0.0729221620165876,0.0731856359503602,0.0733562306054769,0.0734689447967616,0.0735596975157105,0.0736176154439452,NA
"Anser_rossii","Anser_rossii",32,1,-0.0331780803214805,-0.0419613142190762,-0.0556851721585385,-0.0762808978981289,-0.0985535157026822,-0.114564389293144,-0.122569826088396
"Anthus_rubescens","Anthus_rubescens",52,1,-0.003928756415704,-0.00100098261854464,-0.00143407258717465,-0.00314300634899278,-0.00374262772829481,-0.00334105982387012,NA
"Anthus_spragueii","Anthus_spragueii",53,1,-0.0283283334846626,-0.0200419336308797,-0.0193284765432689,-0.0394699965248456,-0.0623577490263873,-0.0671409805771962,-0.0604189613761546
"Antigone_canadensis","Antigone_canadensis",53,1,0.0317422898560478,0.0324284685151097,0.0327107528819166,0.0326513455562877,0.0324405816392026,0.0322427501804711,0.0321387288624906
"Antilocapra_americana","Antilocapra_americana",11,1,NA,NA,NA,NA,NA,NA,NA
"Antimora_microlepis","Antimora_microlepis",15,1,-0.0212080693424019,-0.0191203699750782,-0.0191203699750773,-0.0191203699750782,-0.0191203699750782,NA,NA
"Antimora_rostrata","Antimora_rostrata",68,1,NA,NA,NA,NA,NA,NA,NA
"Antrostomus_vociferus","Antrostomus_vociferus",53,1,0.0141719614557527,0.0121608217033782,0.00938664037112602,0.00644988942807578,0.00413560104752442,0.00287422071347065,0.00246712000199434
"Apeltes_quadracus","Apeltes_quadracus",261,1,0.14483491392442,0.0699108642997193,-0.0858081134490736,-0.231366521014708,-0.289330369838813,-0.2613015721843,-0.217137950320494
"Aplodinotus_grunniens","Aplodinotus_grunniens",95,1,-0.0196929365084642,-0.0256104761133781,-0.0178767586501435,-0.0259490044765956,-0.0261825433458527,-0.0270631030725165,-0.0278183984270479
"Apristurus_brunneus","Apristurus_brunneus",37,1,-0.00175888902511467,0.000144380913197573,0.00014438091319513,0.0124829034908518,0.0124829034908518,NA,NA
"Aquila_chrysaetos","Aquila_chrysaetos",53,1,-0.00063743788753623,-0.000646946163094242,-0.000651973672690875,-0.000654936967731778,-0.000655309065481058,-0.000651839022226319,-0.000647820634310126
"Archilochus_alexandri","Archilochus_alexandri",53,1,0.00362378862469126,-0.000936136009668243,-0.00234047831638606,-0.00162145520722601,-0.000399354859415446,0.000379658786086035,0.000643438689589493
"Archilochus_colubris","Archilochus_colubris",53,1,-0.00445371804376349,0.000333993750673112,0.00258019273051091,0.00208665828256949,0.00146652380982915,0.00252846996815281,0.00404546524527416
"Arctozenus_risso","Arctozenus_risso",57,1,-0.055977032589204,-0.111852144806443,-0.119432924424348,-0.0796601504743542,-0.0262188340781524,0.00982908476682806,0.022810066773924
"Ardea_alba","Ardea_alba",53,1,0.0583922077747971,0.0457100023519177,0.0358233826958401,0.0298010986653826,0.0244426986741912,0.0182171484457327,0.0137274116851764
"Ardea_herodias","Ardea_herodias",53,1,0.0063227140019686,0.005953370481736,0.0027250932173451,-0.00241074818149684,-0.00780191509777534,-0.0118797613396092,-0.013855104139722
"Arenaria_interpres","Arenaria_interpres",40,1,-0.0189612256771657,-0.01896122567707,-0.0189612256770041,-0.018961225676971,NA,NA,NA
"Arenaria_melanocephala","Arenaria_melanocephala",52,1,0.00110825580584129,0.00212558401733443,0.00321478718283319,0.00413280977764763,0.00462296691759878,0.00475123334081862,NA
"Argentina_silus","Argentina_silus",296,1,0.0591783357494836,0.0699076716412008,0.0760558476131135,0.0789869823859098,0.0803361807645696,0.0814871816702847,0.0826063985495114
"Argyropelecus_gigas","Argyropelecus_gigas",3,1,NA,NA,NA,NA,NA,NA,NA
"Artediellus_atlanticus","Artediellus_atlanticus",67,1,-0.0100586723693956,-0.00776004071089396,-0.0058810586512749,-0.0046306497977073,-0.00418852014021909,-0.00439034403021306,-0.00471070528648706
"Artediellus_uncinatus","Artediellus_uncinatus",163,1,-0.0364708583720545,-0.0414776391973153,-0.0414776391971174,-0.0414776391969671,-0.0414776391968567,-0.0414776391967724,-0.0414776391967218
"Ascaphus_truei","Ascaphus_truei",6,1,NA,NA,NA,NA,NA,NA,NA
"Asio_flammeus","Asio_flammeus",52,1,0.014913725308173,0.0167834618993328,0.00467826377807046,-0.00439627711033297,0.00376071711754267,0.0174563833904522,NA
"Asio_otus","Asio_otus",52,1,0.0336718479386241,0.0128784074537812,0.00543571607511506,0.0211857085256986,0.0324341850844614,0.0304130780555858,NA
"Aspidophoroides_monopterygius","Aspidophoroides_monopterygius",286,1,0.00645907555283176,0.0460041546446942,0.0252808790195798,-0.0492597106900445,-0.132682337654206,-0.187444130818909,-0.208259984755606
"Aspidophoroides_olrikii","Aspidophoroides_olrikii",17,1,-0.0465802404955189,-0.0465802404955187,-0.0465802404955191,-0.0465802404955193,-0.0465802404955187,-0.0465802404955187,-0.0465802404955196
"Athene_cunicularia","Athene_cunicularia",53,1,0.0106784815781125,0.00142516214934751,-0.0122059718070651,-0.0266942487757456,-0.0352242367107585,-0.0352870639658054,-0.0321870489288649
"Atheresthes_stomias","Atheresthes_stomias",69,1,-0.0202480467390788,-0.0305379904121139,-0.0329075991984078,-0.0288756053786428,-0.0300666414270904,-0.0308988942230202,NA
"Aulorhynchus_flavidus","Aulorhynchus_flavidus",7,1,NA,NA,NA,NA,NA,NA,NA
"Aythya_affinis","Aythya_affinis",53,1,-0.00788178037604575,-0.00495062973323135,-0.00228808198396974,-0.000934134730117775,-0.0016432574089173,-0.00388443949422507,-0.00575091083127632
"Aythya_americana","Aythya_americana",51,1,0.0144982752660301,-0.0538986522551603,-0.11787777834264,-0.111535489892087,-0.0388048600087822,0.0226755457243506,0.0534157485907913
"Aythya_collaris","Aythya_collaris",52,1,0.0161812313820913,0.020747146960389,0.0207407534906601,0.0189020288408186,0.0189985613423171,0.0203617642962977,NA
"Aythya_marila","Aythya_marila",52,1,0.0229488647502274,0.0242859054700006,0.0292186594889903,0.0369236846205392,0.0443701811757966,0.0485613166348164,NA
"Aythya_valisineria","Aythya_valisineria",51,1,-0.006362197166915,-0.0100704728959862,-0.0181485621555035,-0.0203226341494283,-0.0131655570101836,-0.00658655398619068,-0.00329705247438294
"Baeolophus_bicolor","Baeolophus_bicolor",53,1,0.00785928189665097,0.0106552824677262,0.0120953495337217,0.0112082577349883,0.00877803313352254,0.00620195200000961,0.00468087452025401
"Balaena_mysticetus","Balaena_mysticetus",6,1,NA,NA,NA,NA,NA,NA,NA
"Balaenoptera_acutorostrata","Balaenoptera_acutorostrata",5,1,NA,NA,NA,NA,NA,NA,NA
"Balaenoptera_physalus","Balaenoptera_physalus",12,1,NA,NA,NA,NA,NA,NA,NA
"Bartramia_longicauda","Bartramia_longicauda",53,1,0.011493426422335,0.0105157477841527,0.0105377961465968,0.0138424275537242,0.0195103088370967,0.0244891319457846,0.0268937160796618
"Bathyagonus_nigripinnis","Bathyagonus_nigripinnis",9,1,-0.0583171080104252,NA,NA,NA,NA,NA,NA
"Bathyagonus_pentacanthus","Bathyagonus_pentacanthus",23,1,-0.0093704408027766,NA,NA,NA,NA,NA,NA
"Bathylagus_euryops","Bathylagus_euryops",31,1,NA,NA,NA,NA,NA,NA,NA
"Bathymaster_signatus","Bathymaster_signatus",2,NA,NA,NA,NA,NA,NA,NA,NA
"Bathyraja_abyssicola","Bathyraja_abyssicola",4,1,NA,NA,NA,NA,NA,NA,NA
"Bathyraja_aleutica","Bathyraja_aleutica",29,1,0.00875425842756972,-0.0120827309831864,-0.0120827309831864,-0.0120827309831859,-0.0120827309831864,NA,NA
"Bathyraja_interrupta","Bathyraja_interrupta",50,1,0.016340624228208,0.0294970199837229,0.0324302560993864,0.0157651469518384,0.0165535226459705,0.0239305193318651,NA
"Bathyraja_parmifera","Bathyraja_parmifera",6,1,NA,NA,NA,NA,NA,NA,NA
"Bathyraja_spinicauda","Bathyraja_spinicauda",142,1,-0.0115608780174225,0.042492479905747,0.0833517458672925,0.108183263063644,0.123569997474804,0.192678475249248,0.00922991964283304
"Bathyraja_trachura","Bathyraja_trachura",17,1,0.0267260146013506,0.0423643047617377,0.0423643047617368,0.0423643047617368,0.0423643047617377,NA,NA
"Benthosema_glaciale","Benthosema_glaciale",6,1,0.0703230917024631,0.0703230917024631,0.070323091702463,0.0703230917024631,0.070323091702463,0.0703230917024631,0.0703230917024631
"Beringraja_binoculata","Beringraja_binoculata",50,1,0.00798114847269438,0.0131272919282572,0.014042711680827,-0.0100350651593684,-0.0100350651593857,-0.0100350651593937,NA
"Beringraja_rhina","Beringraja_rhina",52,1,-0.0017761924675523,0.00828184888070038,0.0101124933553547,-0.00268512788589437,-0.00268512788586417,2.99953983917689e-05,NA
"Blarina_brevicauda","Blarina_brevicauda",27,1,NA,NA,NA,NA,NA,NA,NA
"Bombycilla_cedrorum","Bombycilla_cedrorum",53,1,-0.00677519399303039,-0.013902271697708,-0.019215866677543,-0.0175900965776076,-0.00921407454998313,0.000675077195531615,0.00657732528853339
"Bombycilla_garrulus","Bombycilla_garrulus",52,1,0.00258473338050824,0.00200296183673321,0.00155469804108765,0.00126101137779377,0.0011049824036764,0.00104702357997732,NA
"Bonasa_umbellus","Bonasa_umbellus",53,1,0.00565693398678468,0.00718445736021345,0.00835560615926606,0.00883838032073117,0.00901966098143323,0.00933172144212063,0.00965311734348884
"Boreogadus_saida","Boreogadus_saida",156,1,0.113868637645149,0.0511304787833405,-0.044526896635328,-0.180151135412373,-0.318025240498268,-0.408394415883066,-0.441961572496771
"Bos_bison","Bos_bison",166,1,-0.0211470923032394,-0.0277390576446515,NA,NA,NA,NA,NA
"Botaurus_lentiginosus","Botaurus_lentiginosus",53,1,-0.011247261676021,-0.0134004877360833,-0.0130004349270265,-0.010241047863865,-0.00603986252781319,-0.00198979153732515,0.000332945240809124
"Bothrocara_brunneum","Bothrocara_brunneum",15,1,0.0420853494143836,0.0242712879954468,0.0242712879954468,0.0242712879954463,0.0242712879954468,NA,NA
"Brachyistius_frenatus","Brachyistius_frenatus",9,1,-0.237205561287619,NA,NA,NA,NA,NA,NA
"Brachyramphus_marmoratus","Brachyramphus_marmoratus",52,1,-0.0029610391408792,-0.00230641654888464,-0.00106843993408834,0.000598551213401133,0.00203537665721276,0.00275850929280996,NA
"Branta_bernicla","Branta_bernicla",52,1,0.00468297515321103,0.0047170404874548,0.00477437017846716,0.0048341661550162,0.00487385414468022,0.00488890206939141,NA
"Branta_canadensis","Branta_canadensis",53,1,0.0144835288074128,0.0411114170460454,0.0459419983399723,0.0283902020078635,0.00967717738275953,0.00512455189902039,0.00903085755673882
"Branta_hutchinsii","Branta_hutchinsii",37,1,-0.00247793487927073,-0.00280571120898099,-0.00299480680585429,-0.00307873370034439,NA,NA,NA
"Brevoortia_tyrannus","Brevoortia_tyrannus",37,1,NA,NA,NA,NA,NA,NA,NA
"Brosme_brosme","Brosme_brosme",198,1,-0.0264249193797657,-0.0263183748341853,-0.0262323062648493,-0.0261626454606207,-0.0152465865922897,-0.0151730273064583,-0.0151396123501559
"Bryozoichthys_marjorius","Bryozoichthys_marjorius",10,1,NA,NA,NA,NA,NA,NA,NA
"Bubo_scandiacus","Bubo_scandiacus",52,1,-0.0104307307537939,-0.0187577776453292,-0.0247158333763906,-0.029846761602824,-0.0343122242480951,-0.0369242711866611,NA
"Bubo_virginianus","Bubo_virginianus",52,1,-0.00128947269237345,-0.00161813235076297,-0.00215716241353853,-0.00271028187686695,-0.00313335366052686,-0.00334692238444578,NA
"Bucephala_albeola","Bucephala_albeola",51,1,-0.00262659271386489,-0.00512522601509335,-0.00726393583020624,-0.00887269701172588,-0.00995842544836201,-0.0106593555025007,-0.0110098205295701
"Bucephala_clangula","Bucephala_clangula",52,1,0.00467101225850675,0.00516254678649664,0.00554191212817923,0.00580374240020265,0.00595046744461891,0.00600582796485316,NA
"Bucephala_islandica","Bucephala_islandica",52,1,-0.00204082411165385,-0.00210150520684227,-0.00216210087872204,-0.00221355162985026,-0.00224794951284535,-0.00226334615802481,NA
"Buteo_jamaicensis","Buteo_jamaicensis",53,1,0.00455811019605551,0.000525882403935363,-0.00446461279699512,-0.00616607598654767,-0.00817178376253586,-0.0139227665930965,-0.0195763796549987
"Buteo_lagopus","Buteo_lagopus",52,1,0.00117171201845245,0.000836727832948192,0.000520668803543289,0.000259234658594565,0.000100747272002266,4.20492443984344e-05,NA
"Buteo_lineatus","Buteo_lineatus",53,1,0.0107889638641703,0.00850030772857013,0.0076290445359124,0.00972058375200513,0.0129643959368193,0.0148752765673503,0.0152276257481667
"Buteo_platypterus","Buteo_platypterus",53,1,0.0126750324353239,0.0120208660739477,0.0104443686984035,0.00872847904449758,0.00733097617635292,0.00633427660079744,0.00580657854565547
"Buteo_regalis","Buteo_regalis",53,1,0.0100948806204706,0.0150644332830541,0.0180483661404279,0.0194442834635523,0.0200855439150837,0.0205065318183601,0.0207627411076526
"Buteo_swainsoni","Buteo_swainsoni",53,1,0.0126628381411559,0.0126513236402209,0.0101274885840769,0.00554400621731159,-0.000160314410274185,-0.00536237293630657,-0.00830600403450358
"Butorides_virescens","Butorides_virescens",53,1,0.00852511135579426,0.0082641211599519,0.00356408593532631,-0.000947410373765667,-0.00375673311422453,-0.00551770161966947,-0.00654352347393372
"Calamospiza_melanocorys","Calamospiza_melanocorys",53,1,-0.0386277801130268,-0.0386277801130268,-0.0386277801130268,-0.0386277801130268,-0.0386277801130267,-0.0386277801130268,-0.0386277801130268
"Calcarius_lapponicus","Calcarius_lapponicus",52,1,0.019576957208141,0.019628649875846,0.0197296374503928,0.0198961172461927,0.0201249396605714,0.0203001961017253,NA
"Calcarius_ornatus","Calcarius_ornatus",53,1,-0.0465837161033045,-0.0373553093454553,-0.0284449282999428,-0.021446634447901,-0.0168262076811288,-0.0141378395953565,-0.01292791050411
"Calcarius_pictus","Calcarius_pictus",52,1,0.017927081008955,0.0172268749167365,0.0164965199574678,0.0156619951819685,0.0149016695270643,0.014470600294427,NA
"Calidris_alba","Calidris_alba",40,1,-0.0153417045577533,-0.0149563950147877,-0.014768074923611,-0.0146936743504948,NA,NA,NA
"Calidris_alpina","Calidris_alpina",40,1,-0.032844655315927,-0.0343120960614412,-0.0354173464887914,-0.0359806445968033,NA,NA,NA
"Calidris_bairdii","Calidris_bairdii",40,1,-0.00168203557296809,-0.00168203557296254,-0.00168203557296409,-0.00168203557296631,NA,NA,NA
"Calidris_canutus","Calidris_canutus",40,1,-0.0886525252384086,-0.0658078057050651,-0.0607408202136198,-0.0656025526743899,NA,NA,NA
"Calidris_fuscicollis","Calidris_fuscicollis",40,1,-0.0278480817836002,-0.0283222517446065,-0.0286289385152343,-0.0287801211240952,NA,NA,NA
"Calidris_himantopus","Calidris_himantopus",40,1,-0.00150839047997404,-0.000919501948953565,-0.000960519519412256,-0.00109666337501367,NA,NA,NA
"Calidris_maritima","Calidris_maritima",52,1,-0.00222014291686379,-0.00206136470196272,-0.00197210171386275,-0.00164604094856613,-0.0010791512345214,-0.000642743730043138,NA
"Calidris_mauri","Calidris_mauri",52,1,-0.000133787019304332,-0.000133787019169995,-0.000133787019045428,-0.000133787018943066,-0.000133787018877118,-0.000133787018850917,NA
"Calidris_melanotos","Calidris_melanotos",40,1,-0.020088351885427,-0.0200420452525591,-0.0200224398362626,-0.0200126026105321,NA,NA,NA
"Calidris_minutilla","Calidris_minutilla",40,1,-0.0144215580179048,-0.0135536542441068,-0.0128063512393963,-0.0122431554126907,NA,NA,NA
"Calidris_ptilocnemis","Calidris_ptilocnemis",52,1,-0.0238529820353133,-0.023669725174563,-0.0236013905540098,-0.0235480349027428,-0.0234343352653852,-0.0233264860305491,NA
"Calidris_pusilla","Calidris_pusilla",40,1,-0.0144233682879207,-0.0144284981731992,-0.014431790723711,-0.0144333486835739,NA,NA,NA
"Calidris_subruficollis","Calidris_subruficollis",40,1,-0.0348946669802981,-0.0337481864713673,-0.0334114273333239,-0.0334173270875504,NA,NA,NA
"Calidris_virgata","Calidris_virgata",52,1,-0.00247378983472535,-0.00242025375015031,-0.00238040200715361,-0.00235850053417042,-0.0023531487110573,-0.00235495476247949,NA
"Calypte_anna","Calypte_anna",52,1,0.0772631928054082,0.0687834840451497,0.067993640918945,0.0668830999151391,0.0608251211580059,0.0546155248583591,NA
"Canachites_canadensis","Canachites_canadensis",52,1,0.0155424566689901,0.0113693360459988,0.00659074651639324,0.00448950435006412,0.00531339162947009,0.00670572465860841,NA
"Canis_latrans","Canis_latrans",4,NA,NA,NA,NA,NA,NA,NA,NA
"Canis_lupus","Canis_lupus",299,1,0.0252913796175661,0.0263420718702902,0.0274708166500328,0.0285168032203461,0.0288350265318162,0.0272232345314155,0.0252741430554681
"Cardellina_canadensis","Cardellina_canadensis",53,1,0.00990564110822112,0.0107475593701074,0.0110766592731582,0.010620554645383,0.00980375062365696,0.0092735169161503,0.0091455559291351
"Cardellina_pusilla","Cardellina_pusilla",53,1,0.00735304709440676,0.00365131962499743,-0.00156418884859999,-0.00595041920211059,-0.00801911700046654,-0.00795963768817154,-0.00728619250588836
"Cardinalis_cardinalis","Cardinalis_cardinalis",53,1,0.0263420682831295,0.0302615081735709,0.0332036228571144,0.0353204984471129,0.0369970028112944,0.0383575301640041,0.0391386341344684
"Careproctus_colletti","Careproctus_colletti",3,1,NA,NA,NA,NA,NA,NA,NA
"Careproctus_furcellus","Careproctus_furcellus",2,NA,NA,NA,NA,NA,NA,NA,NA
"Careproctus_gilberti","Careproctus_gilberti",4,NA,NA,NA,NA,NA,NA,NA,NA
"Careproctus_melanurus","Careproctus_melanurus",17,1,0.0251732237568039,NA,NA,NA,NA,NA,NA
"Careproctus_ranula","Careproctus_ranula",11,1,NA,NA,NA,NA,NA,NA,NA
"Careproctus_reinhardti","Careproctus_reinhardti",67,1,-0.0281894360322916,0.00888152451573812,0.021342308100924,0.0114784648949899,0.00375507611398462,0.0133272577033781,0.0277056585336523
"Carpiodes_cyprinus","Carpiodes_cyprinus",5,1,0.0296767591750551,0.0296767591750546,0.0296767591750551,0.0296767591750551,NA,NA,NA
"Castor_canadensis","Castor_canadensis",49,1,-0.00646146881329335,NA,NA,NA,NA,NA,NA
"Cathartes_aura","Cathartes_aura",53,1,0.020124889866467,0.0200216205388556,0.0196861996078725,0.0192383793869593,0.0190263023257333,0.0192005435729972,0.0194654467235704
"Catharus_bicknelli","Catharus_bicknelli",53,1,-0.0235482809978467,-0.0222016088145724,-0.0209585422839424,-0.0199535189489879,-0.019366919217767,-0.0192041139364996,-0.0192374467933956
